sku,title,sdesc,desc,quantity,cost-price,price,image,sostav,Strana,Proizvoditel,Kornevai
611-5,"Комплект постельного белья Семейный, Египетский хлопок 611-5","КПБ 611-5 (семейный), 2 наволочки","<p>Хит коллекции Asabella! Очаровательный мелкий горох на серо-бежевом фоне настолько гармонично сочетается с белоснежным кружевом, что в этот комплект многие влюбляются с первого взгляда! В нём есть всё: и роскошь, и простота и эксцентричность! Комплект выполнен из 100% ЕгипеТСКОГО ДЛИННОВОЛОКНИСТОГО ХЛОПКА – ткань шелковистая, нежная, располагающая к комфортному и приятному сну.</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,11088.0,17743.0,http://asabella-life.ru/image/cache/data/611_1-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg http://asabella-life.ru/image/cache/data/611-1_1-1000x750.jpg http://asabella-life.ru/image/cache/data/611-2_1-1000x750.jpg,100% египетский хлопок,Италия,Asabella,Asabella
614-4,"Комплект постельного белья Евро, жаккард 614-4","КПБ 614-4 (евро), 2 наволочки","<p>Светло-салатовый цвет символизирует надежду и обновление. Естественная элегантность цвета и чисто итальянский орнамент в сочетании с нежной вышивкой на двойных ушках у наволочек и пододеяльника наполнит романтикой вашу спальню. В изголовье простыни широкая декоративная вышивка.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8690.0,13904.0,http://asabella-life.ru/image/cache/data/614-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
618-4,"Комплект постельного белья Евро, жаккард 618-4","КПБ 618-4 (евро), 2 наволочки","<p>Комплект постельного белья богатого насыщенного цвета лаванды, в тоже время цвет не ядовитый, выдержанный и благородный. Причудливый  растительный узор жаккарда продолжается и в вышивке на ушках наволочек и пододеяльника.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8690.0,13904.0,http://asabella-life.ru/image/cache/data/618-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
623-4,"Комплект постельного белья Евро, жаккард 623-4 ","КПБ 623-4 (евро), 2 наволочки","<p>Белоснежный комплект с фантастическими цветами. Жаккардовый узор настолько роскошный и эффектный, что мы не стали дополнительно перегружать его вышивкой, а ограничились изящной мережкой по канту-ушкам и воздушными петельками тонкого ажурного кружева по краю ушек.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,8690.0,13904.0,http://asabella-life.ru/image/cache/data/623_-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg http://asabella-life.ru/image/cache/data/623-1_1-1000x750.jpg http://asabella-life.ru/image/cache/data/623-2_1-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
623-5,"Комплект постельного белья Семейный, жаккард 623-5 ","КПБ 623-5 (семейный), 2 наволочки","<p>Белоснежный комплект с фантастическими цветами. Жаккардовый узор настолько роскошный и эффектный, что мы не стали дополнительно перегружать его вышивкой, а ограничились изящной мережкой по канту-ушкам и воздушными петельками тонкого ажурного кружева по краю ушек.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,11088.0,17743.0,http://asabella-life.ru/image/cache/data/623_-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg http://asabella-life.ru/image/cache/data/623-1_1-1000x750.jpg http://asabella-life.ru/image/cache/data/623-2_1-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
638-4,"Комплект постельного белья Евро, жаккард 638-4","КПБ 638-4 (евро), 2 наволочки","<p>Благородный комплект насыщенного винного цвета.  Красота жаккардового рисунка – в сочетании цветов: при окрашивании ткани вискоза приобрела глубокий винный цвет, а хлопок - более мягкий оттенок. За счет этого ткань выглядит двухцветной. Изюминкой комплекта стало нежное кружево на двойных ушках. Несомненно, комплект будет радовать вас долгие годы как дорогое выдержанное вино.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8690.0,13904.0,http://asabella-life.ru/image/cache/data/638_-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
661-4,"Комплект постельного белья Евро, жаккард 661-4","КПБ 661-4 (евро), 2 наволочки","<p>Роскошь для каждого дня – потрясающий эффект золотого мерцания и геометрии причудливых витражей в стиле барокко. Это стиль богатства! Богатства, которое не прячут и роскоши, которой не стесняются. Ваша спальня будет самой яркой, самой роскошной, самой пышной! Комплект украшен вышивкой на ушках наволочек и пододеяльника.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8690.0,13904.0,http://asabella-life.ru/image/cache/data/661-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
664-4,"Комплект постельного белья Евро, жаккард 664-4","КПБ 664-4 (евро), 2 наволочки","<p>Комплект благородного стального цвета. Элегантный серый с жемчужными переливами успокаивает, позволяет сконцентрироваться на собственных ощущениях и расслабиться. Именно то, что нужно жителям больших городов. Изящная мережка и воздушное ажурное кружево по краю ушек завершает образ этого стильного комплекта.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8690.0,13904.0,http://asabella-life.ru/image/cache/data/664_1-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
681-4,"Комплект постельного белья Евро, жаккард 681-4 ","КПБ 681-4 (евро), 2 наволочки","<p>Смелый, сочный цвет спелой сливы. Легкие, воздушные ленты обвивают цветочные узоры, ярко выделяясь на матовом фоне. Бежево-розовая отделка с мелкой цветочной вышивкой добавляет романтичности и привлекательности.</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>дополнительная наволочка 40х40 см, на молнии</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8690.0,13904.0,http://asabella-life.ru/image/cache/data/681-1000x750.jpg http://asabella-life.ru/image/cache/data/681_122-1000x750.jpg http://asabella-life.ru/image/cache/data/681_1-1000x750.jpg http://asabella-life.ru/image/cache/data/ КПБ-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
889-6,"Комплект постельного белья Евро, печатный сатин 889-6 ","КПБ 889-6 (евро), 4 наволочки","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/889-6-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
103-2L,"Наволочки 70х70 см, жаккард 103-2L ","Наволочки 103-2L (70*70 см., 2 шт.)","<p>Комплект наволочек 70х70 см из жаккардового люкс-сатина (55% вискоза, 45% хлопок). Спокойный, благородный серо-голубой цвет; изящный рисунок жаккарда и тонкая линия вышивки придают комплекту необыкновенную легкость. Наволочки закрываются на клапан. В комплекте 2 наволочки; упакованы в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,1133.0,1815.0,http://asabella-life.ru/image/cache/data/10.2017/103-2L-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
588-2L,"Наволочки 70х70 см, люкс-сатин 588-2L ","Наволочки 588-2L (70*70 см., 2 шт.)","<p>Комплект белоснежных наволочек 70х70 см из тончайшего люкс-сатина (100% хлопок) с кружевными вставками в технике ришелье по краю. Наволочки закрываются на клапан. В комплекте 2 наволочки; упакованы в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,1133.0,1815.0,http://asabella-life.ru/image/cache/data/588-2L-1000x750.jpg http://asabella-life.ru/image/cache/data/ наволочек-1000x750.jpg http://asabella-life.ru/image/cache/data/588-2L-1000x750.jpg,"100% хлопок, ришелье",Италия,Asabella,Asabella
611-2L,"Наволочки 70х70 см, Египетский хлопок 611-2L ","Наволочки 611-2L (70*70 см., 2 шт.)","<p>Комплект наволочек 70х70 см из 100% Египетского длинноволокнистого хлопка. Очаровательный мелкий горох на серо-бежевом фоне очень гармонично сочетается с белоснежным кружевом. Наволочки закрываются на клапан. В комплекте 2 наволочки; упакованы в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,1133.0,1815.0,http://asabella-life.ru/image/cache/data/611-2L-1000x750.jpg http://asabella-life.ru/image/cache/data/ наволочек-1000x750.jpg http://asabella-life.ru/image/cache/data/611-2L 2-1000x750.jpg,100% египетский хлопок,Италия,Asabella,Asabella
638-2,"Наволочки 50х70 см, жаккард 638-2","Наволочки 638-2 (50*70 см., 2 шт.)","<p>Комплект наволочек 50х70 см цвета бургундского вина. Верх наволочек из жаккардового люкс-сатина (55% вискоза, 45% хлопок), оборотная сторона люкс-сатин (100% хлопок). Отделка - изящное кружево. Наволочки закрываются на клапан. В комплекте 2 наволочки; упакованы в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,990.0,1584.0,http://asabella-life.ru/image/cache/data/638-2-1000x750.jpg http://asabella-life.ru/image/cache/data/638-2 2-1000x750.jpg http://asabella-life.ru/image/cache/data/ наволочек-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
629-P,"Простыня 275х280, люкс-сатин 629-P",Простыня 629-P (275 х 280 см.),"<p>Простыня 275х280 см брусничного цвета. Состав - люкс-сатин (100% хлопок). Упакована в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,2189.0,3498.0,http://asabella-life.ru/image/cache/data/06.2108/629-1P-site-1000x750.jpg,Люкс-сатин (100% хлопок),Италия,Asabella,Asabella
630-P,"Простыня 275х280, люкс-сатин 630-P",Простыня 630-P (275 х 280 см.),"<p>Простыня 275х280 см голубого цвета. Состав - люкс-сатин (100% хлопок). Упакована в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,2189.0,3498.0,http://asabella-life.ru/image/cache/data/06.2108/630-1P-site-1000x750.jpg,Люкс-сатин (100% хлопок),Италия,Asabella,Asabella
810-P,"Простыня 275х280 см, люкс-сатин 810-Р",Простыня 810-P (275 х 280 см.),"<p>Простыня 275х280см бледно-розового цвета. Состав - люкс-сатин (100% хлопок). Упакована в пакет из пвх с фирменным логотипом.</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",3,2189.0,3498.0,http://asabella-life.ru/image/cache/data/06.2108/810-2-1000x750.jpg,Люкс-сатин (100% хлопок),Италия,Asabella,Asabella
K11-1,"Скатерть жаккардовая 160х160 см, К11-1 ",Скатерть К11-1 (160 х 160 см.),"<p>Шикарная скатерть цвета ванили. Богатый жаккардовый узор нашел продолжение в роскошном широком двухцветном кружеве  по низу скатерти.</p>

<p>Дополнительно можно приобрести комплект жаккардовых салфеток с мережкой.</p>

<p>Скатерть выполнена из жаккардовой ткани  (55% хлопок, 45% полиэстер)</p>

<p>Размер 160х160 см</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,2486.0,3982.0,http://asabella-life.ru/image/cache/data/10.2017/K11-1000x750.jpg http://asabella-life.ru/image/cache/data/10.2017/K11-8_-1000x750.jpg,"55% хлопок, 45% полиэстер",Италия,Asabella,Asabella
A07,"Тюль, А07","Тюль 2 предмета 270х275, A07","<p>Ненавязчивый узор в серо-золотистых тонах по низу тюля из мелкой сеточки.</p>

<p>При пошиве тюля Asabella используются комплектующие европейских производителей (Италия, Греция).</p>

<p>В комплекте:</p>

<p>тюль 270х275 см - 2 шт, крепеж - шторная лента</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4125.0,6600.0,http://asabella-life.ru/image/cache/data/06.2108/07-(1)-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/07-(2)-сайт-1000x750.jpg,100% полиэстер,Италия,Asabella,Asabella
542-3РXS,"Комплект простыни с двумя наволочками, хлопок 542-3РXS",,"<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок)</p>

<p>В комплекте:</p>

<p>простыня 153х240 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Дополнительно к этому комплекту Вы можете приобрести облегченное ЛЕТНЕЕ одеяло.</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",,,,http://asabella-life.ru/image/cache/data/06.2108/542-4-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/542-3-1000x750.jpg,,Италия,Asabella,Asabella
1055-3P,"Комплект простыни с двумя наволочками, хлопок 1055-3Р",1055-3P Комплект простыни 240х260 см  2 наволочками 50х70 см АКЦИЯ!,"<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок)</p>

<p>В комплекте:</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Дополнительно к этому комплекту Вы можете приобрести облегченное ЛЕТНЕЕ одеяло в двух размерах - Полутораспальный или Евро!</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,1680.0,2690.0,http://asabella-life.ru/image/cache/data/06.2108/1055-4-1000x750.jpg http://asabella-life.ru/image/cache/no_image-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
591-2BL,"Покрывало жаккардовое, 591-2ВL","Комплект с покрывалом 3 предмета, 591-2BL 270х270 см, 2 наволочки 50х70 см","<p>Тонкие завитки причудливо переплетаются между собой, образуя сплошной ажурный узор.  Волокна сотканы таким образом, что возникает ощущение, будто рисунок подсвечен изнутри. Это покрывало можно назвать хамелеоном за уникальную способность менять цвет в зависимости от освещения: оно может быть и серебристо-серым и жемчужно-бежевым. Вышивка по канту делает это покрывало еще более богатым.</p>

<p>Верх покрывала выполнен из жаккардового люкс-сатина (45% хлопок и 55% вискоза), оборотная сторона из поликоттона, наполнитель - тонкий слой синтепона.</p>

<p>В комплекте:</p>

<p>покрывало 270х270 см, жаккардовое стеганое</p>

<p>наволочки 50х70 см - 2 шт, на молнии</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,7766.0,12430.0,http://asabella-life.ru/image/cache/data/591B_1-1000x750.jpg http://asabella-life.ru/image/cache/data/ покрывала-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
1033-6,"Комплект постельного белья Евро, печатный сатин 1033-6","КПБ 1033-6 (евро), 4 наволочки АКЦИЯ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3190.0,5100.0,http://asabella-life.ru/image/cache/data/06.2108/1033-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1039-4,"Комплект постельного белья Евро, Египетский хлопок 1039-4 ","КПБ 1039-4 (евро), 2 наволочки  АКЦИЯ!","<p>Египетский хлопок – синоним высочайшего качества и роскоши.  Постельное бельё из Египетского хлопка отличается ровным матовым блеском, непревзойденной мягкостью и шелковистостью.</p>

<p> </p>

<p>Комплекты из Египетского хлопка благородных оттенков декорированы плотной глянцевой вышивкой в искусно подобранной гамме цветов.</p>

<p> </p>

<p>Состав - люкс-сатин (100% Египетский ХЛОПОК).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,4505.0,7210.0,http://asabella-life.ru/image/cache/data/06.2108/1039-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/1039-1-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/1039-2-1000x750.jpg,100% египетский хлопок,Италия,Asabella,Asabella
1042-5,"Комплект постельного белья Семейный, тенсел однотонный 1042-5","<html>КПБ 1042-5 (семейный), 2 наволочки  <b><i> Однотонный</i></b></html>","<p>Постельное белье из тенсела – самое современное, биологически чистое, с непревзойдёнными качествами: нежное и комфортное как хлопок, тонкое и гладкое как шёлк - полное ощущение роскоши и богатства шелковой ткани!</p>

<p>Шелковистая струящаяся ткань из однотонного тенсела подарит комфорт и прохладу. Изящная мережка украшает и подчеркивает классический стиль комплекта.</p>

<p>Состав - люкс-сатин (100% тенсел-люкс).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,9075.0,14520.0,http://asabella-life.ru/image/cache/data/06.2108/1042-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/1042-1-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Люкс-сатин (100% тенсел),Италия,Asabella,Asabella
1090-6,"Комплект постельного белья Евро, печатный сатин 1090-6","КПБ 1090-6 (евро), 4 наволочки АКЦИЯ!","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3190.0,5100.0,http://asabella-life.ru/image/cache/data/06.2108/1090-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1093-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1093-4S","<html>КПБ 1093-4S (1,5-спальный), 2 наволочки <b><i>ДЕТСКИЙ! </i></b><b><i></i></b></html>","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>Милые котики на голубом фоне.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1093-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1116-4S,"Комплект постельного белья 1,5-спальный, печатный сатин 1116-4S","<html>КПБ 1116-4S (1,5-спальный), 2 наволочки <b><i>ДЕТСКИЙ!</i></b> </html>","<p>Одной из наиболее распространенных и наиболее дорогих хлопчатобумажных тканей является сатин. У него гладкая поверхность, он мягок на ощупь и при этом хорошо держит форму, не сминается, легко стирается и очень устойчив к износу и частой стирке.</p>

<p>У стеснительного львёнка пока не получается зарычать.</p>

<p>Состав - сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см, на молнии</p>

<p>простыня 180х245 см</p>

<p>наволочки 50х70 см - 1 шт, клапан</p>

<p>наволочки 70х70 см - 1 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,3454.0,5522.0,http://asabella-life.ru/image/cache/data/06.2108/1116-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Печатный сатин (100% хлопок),Италия,Asabella,Asabella
1140-7,"Комплект постельного белья Семейный, Египетский хлопок 1140-7","КПБ 1140-7 (семейный), 4 наволочки","<p>Египетский хлопок – синоним высочайшего качества и роскоши.  Постельное бельё из Египетского хлопка отличается ровным матовым блеском, непревзойденной мягкостью и шелковистостью.</p>

<p>Состав - люкс-сатин (100% Египетский ХЛОПОК).</p>

<p>В комплекте:</p>

<p>пододеяльник 160х220 см - 2 шт, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>наволочки 70х70 см - 2 шт, клапан</p>

<p>Уход: деликатная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",0,8547.0,13673.0,http://asabella-life.ru/image/cache/data/06.2108/1140-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,Люкс-сатин (100% египетский хлопок),Италия,Asabella,Asabella
469-4,"Комплект постельного белья Евро, жаккард 469-4 ","КПБ 469-4 (евро), 2 наволочки","<p>Изящные турецкие огурцы на молочном фоне нашли своё продолжение в нежном, воздушном кружеве, придающем комплекту необыкновенную нежность и великолепие!</p>

<p>Верх пододеяльника и наволочек - жаккардовый люкс-сатин (55% вискоза, 45% хлопок). Оборотная сторона пододеяльника, наволочек и простыня - люкс-сатин (100% хлопок).</p>

<p>В комплекте:</p>

<p>пододеяльник 200х220 см, на молнии</p>

<p>простыня 240х260 см</p>

<p>наволочки 50х70 см - 2 шт, клапан</p>

<p>Уход: бережная стирка при 30<sup>о</sup>С, не использовать хлорсодержащие отбеливатели.</p>",10,8690.0,13904.0,http://asabella-life.ru/image/cache/data/06.2108/469-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/469-1-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/06.2108/469-2-сайт-1000x750.jpg http://asabella-life.ru/image/cache/data/ и пакет для кпб-1000x750.jpg,"45% хлопок, 55% вискоза",Италия,Asabella,Asabella
